Day,Temperature
2,0.1359690496818379
17,-0.7653213288519509
29,-0.05116943865566062
18,-1.0807505893738525
3,0.8258082286427959
28,-0.7635755405118402
7,1.3252802695144423
12,0.7987456485966603
9,1.4182937626262806
3,0.8227926630143704
14,0.3202903845844675
8,1.2170142227341718
25,-1.0817616484998394
7,1.6237126583536694
30,0.2411041958605803
19,-1.137266122727069
3,0.7514053296979495
19,-1.2890226571847685
17,-0.17551579205591045
10,1.2310772499424232
22,-1.4440078259012423
15,-0.5506843893196438
7,1.3083988671792128
28,-0.417877048619582
24,-1.2479615225946523
17,-0.5630493051507446
29,-0.41307423324094844
6,1.1858999019519723
9,1.289936844507493
5,1.1652693444379387
18,-0.9025925039690695
1,0.2670991192495862
14,0.5781534018313309
12,0.7099827876439335
28,-0.34096192370982653
11,1.370107281235409
15,0.016183353308123156
20,-1.488423515847367
19,-0.7808343101213425
9,1.6439041902438973
16,-0.03538313961987922
4,0.7212462304349372
22,-1.5347959764030141
26,-1.1640636306651386
26,-0.6072374820783776
22,-1.6103668750536255
21,-1.2829918387406756
24,-1.475673296867916
21,-1.1486552611052394
11,0.9415786194584973
11,0.8275481831564057
8,1.1997250819390686
2,0.6690716869677039
4,1.281605495701447
6,-0.6602769114087281
5,1.253270701470049
18,-0.6613088365914922
7,0.9394165253331491
27,-0.8734993245696199
12,0.5750812523838003
16,-0.2159496401966359
10,1.112509366526815
2,0.45500589043036516
29,-0.31421888146691357
2,0.5314116207510834
24,-1.4672467234947288
5,1.3570880650918544
6,1.3369731287774782
20,-0.9673290814060941
25,-1.4614462247720474
21,-1.1708751718397856
3,0.5959483632824414
4,1.1351403021681605
1,0.1145747576031736
16,-0.37995683105607786
24,-1.3327565157861425
2,0.742893689249187
20,-1.0151561066492711
13,0.6302344147356785
20,-1.4894923310663322
30,-0.02911276683852118
5,1.1320124935827214
14,0.1431794053933975
3,0.983040976885151
13,0.7076740821732613
14,0.17868744288721658
20,-0.7221557415564057
20,-1.363846062930268
24,-1.827024592160919
14,0.39956503793222936
21,-1.298227655164359
29,-0.23545107397369514
26,-1.0314869105981317
24,-1.5553375444787336
18,-0.8296088117938178
9,1.438515705430451
26,-1.0513968806914624
4,0.9431680553519382
21,-1.18083542026457
17,0.35834716038386233
4,0.8410169635222227
23,-1.2776710759304732
23,-1.588782904696888
18,-0.9660499953160381
16,-0.7414837514112823
29,-0.42368361267665067
27,-0.5008128471135446
17,-0.607569503663729
30,-0.19343315145346454
23,-1.2463929752754774
6,0.7734193235940848
11,1.1660694891734027
30,0.09207516235126358
23,-1.1209956475610872
9,1.3665890103519387
30,-0.17799685082714747
10,1.346639197577432
25,-1.1883794136043122
28,-0.5383495282337339
13,0.40282493156969823
